Species	Ne	logNe	t	midT	Mass.g
Sus_scrofa_scrofa	19498.6966437325	4.29000558267777	33577.7137169144	39496.1310701476	101052.1
Sus_scrofa_scrofa	34786.2424785482	4.5414075198955	45414.5484233808	52239.5457481924	101052.1
Sus_scrofa_scrofa	30279.0090549578	4.48114165784898	59064.543073004	66934.9897994817	101052.1
Sus_scrofa_scrofa	16800.4682031445	4.22532138501209	74805.4365259593	83881.4740284409	101052.1
Sus_scrofa_scrofa	14959.6330137474	4.17492093964747	92957.5115309224	103423.811552918	101052.1
Sus_scrofa_scrofa	25040.4102239227	4.39864143941565	113890.111574914	125959.6337778	101052.1
Sus_scrofa_scrofa	64849.8311469411	4.81190884962523	138029.155980686	167997.807677987	101052.1
Sus_scrofa_scrofa	156130.389795579	5.19348744397195	197966.459375287	237819.457663607	101052.1
Sus_scrofa_scrofa	161056.312715958	5.20697775196836	277672.455951928	330669.884351816	101052.1
Sus_scrofa_scrofa	110508.403476852	5.04339530467143	383667.312751705	454144.504873646	101052.1
